Respondent,Gender,University,Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_S,CU_S,ATU_S,AUP_S,MIUA_S
182,1,1,2.0,2.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,Male,Public,Undergraduate (S1),North Sumatera (Medan),,ChatGPT,3.9,1.0,2.4,2.4,2.8,0.8540642277268223,1.5713720321409985,0.20753325330374156,1.2794874738216282,1.0022655808403353
183,2,2,2.0,2.0,4.0,11.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",Perplexity.AI,2.85,1.75,2.4,3.0,2.8,1.287440442066306,-0.321760558115908,0.20753325330374156,-0.132175685549481,1.0022655808403353
184,2,2,2.0,2.0,4.0,11.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",Perplexity.AI,2.6,2.0,2.6,2.6,3.0,-0.012688200952144922,-0.7003870761672892,-0.1154326971038575,0.5736558941360737,0.07083148981203774
185,2,2,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",ChatGPT,2.05,2.25,2.4,2.0,2.0,1.114089956330513,1.1927455140896173,1.4993970549341364,-0.4850914753922587,0.6917875504975699
186,2,2,2.0,2.0,7.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.6,3.25,3.2,3.2,3.2,1.634141413537893,0.056865959935473324,1.176431104526538,-0.4850914753922587,-0.23964654053072765
187,2,2,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",ChatGPT,3.0,3.0,3.0,3.0,3.0,-0.35938917242373136,-0.321760558115908,0.20753325330374156,0.22074010429329594,0.07083148981203774
188,2,2,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",ChatGPT,3.15,2.75,2.4,2.2,3.0,-0.18603868668793777,-0.7003870761672892,-0.761364597919055,-0.132175685549481,-2.1025147225873226
189,2,2,2.0,2.0,4.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",Others,2.05,2.5,2.0,2.0,2.0,1.5474661706699968,0.8141189960382359,0.20753325330374156,-0.8380072652350357,0.07083148981203774
190,2,2,2.0,2.0,4.0,12.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",Others,3.2,3.0,3.0,3.0,3.0,-0.44606441529162855,0.056865959935473324,-1.0843305483266532,-0.132175685549481,-0.8606026012162591
191,2,2,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",ChatGPT,3.55,3.5,3.0,3.4,3.4,0.8540642277268223,0.43549247798685464,1.4993970549341364,0.22074010429329594,1.0022655808403353
192,2,2,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",Canva - IA,3.8,2.25,3.0,2.6,3.4,-0.27271392955583496,1.9499985501923798,-0.1154326971038575,0.22074010429329594,0.07083148981203774
193,2,2,2.0,2.0,4.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",Perplexity.AI,3.05,2.0,2.8,3.0,2.8,-0.9661158724990087,0.43549247798685464,-1.0843305483266532,-0.4850914753922587,-0.23964654053072765
194,2,2,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Mathematics (Statistics, Math Education)",ChatGPT,3.7,3.25,3.8,2.4,3.2,0.9407394705947195,0.056865959935473324,-0.1154326971038575,-0.4850914753922587,-1.1710806315590252
195,2,1,2.0,16.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,4.0,2.5,3.6,2.4,2.6,-1.6595178154421824,-0.7003870761672892,-1.4072964987342522,-1.1909230550778134,-1.1710806315590252
196,2,1,2.0,16.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,2.25,3.0,2.8,2.8,-0.532739658159525,0.43549247798685464,-1.0843305483266532,-0.8380072652350357,-1.1710806315590252
197,2,2,3.0,16.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,Female,Private,,Banten (Serang),,ChatGPT,2.95,2.0,2.4,2.6,1.4,1.634141413537893,-1.8362666303214332,1.176431104526538,-0.132175685549481,0.07083148981203774
198,2,2,2.0,16.0,0.0,11.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,Female,Private,Undergraduate (S1),Banten (Serang),,Perplexity.AI,3.95,3.0,3.0,2.2,2.8,-1.8328683011779758,-0.7003870761672892,-1.4072964987342522,-0.8380072652350357,-1.1710806315590252
199,2,1,2.0,16.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,2.8,2.5,2.2,2.6,2.2,0.6807137419910295,0.8141189960382359,0.853465154118939,-0.132175685549481,1.0022655808403353
200,2,1,2.0,16.0,1.0,11.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Perplexity.AI,3.55,2.75,3.8,2.8,3.4,1.374115684934203,0.8141189960382359,0.20753325330374156,-1.5438388449205906,-1.1710806315590252
201,2,1,2.0,16.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,2.9,3.75,2.8,2.8,2.8,-0.7927653867632151,0.056865959935473324,-2.6991603003646474,-0.4850914753922587,-2.1025147225873226
202,2,2,2.0,16.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,Female,Private,Undergraduate (S1),Banten (Serang),,ChatGPT,2.5,2.75,2.2,2.4,2.6,0.24733752765154587,0.43549247798685464,0.20753325330374156,0.22074010429329594,0.07083148981203774
203,2,1,2.0,16.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,3.6,2.5,2.8,2.4,2.0,-0.44606441529162855,0.056865959935473324,0.20753325330374156,-0.132175685549481,0.3813095201548038
204,1,2,2.0,16.0,0.0,12.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,Private,Undergraduate (S1),Banten (Serang),,Others,2.1,2.0,2.0,2.0,2.0,-0.012688200952144922,0.43549247798685464,0.20753325330374156,0.22074010429329594,0.3813095201548038
205,2,1,2.0,16.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,2.75,2.75,2.2,2.2,2.0,-0.7060901438953185,0.43549247798685464,-0.761364597919055,-0.4850914753922587,-0.8606026012162591
206,2,1,2.0,16.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Banten (Serang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",ChatGPT,4.0,1.25,3.6,2.6,2.8,-0.09936344382004134,-0.7003870761672892,0.20753325330374156,0.5736558941360737,0.3813095201548038
207,2,1,2.0,13.0,2.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Others,2.0,2.0,2.0,2.2,2.0,0.07398704191575227,1.1927455140896173,0.20753325330374156,0.22074010429329594,0.07083148981203774
208,1,1,2.0,13.0,7.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.45,3.0,3.4,2.6,3.4,-0.7060901438953185,0.43549247798685464,0.5304992037113406,0.9265716839788514,-0.23964654053072765
209,1,1,2.0,13.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.85,3.0,3.0,1.8,2.0,0.07398704191575227,-0.7003870761672892,0.20753325330374156,0.5736558941360737,0.3813095201548038
210,2,1,2.0,13.0,5.0,12.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),Others,2.6,2.5,1.2,2.4,1.4,0.8540642277268223,0.8141189960382359,0.853465154118939,0.9265716839788514,1.3127436111831012
211,2,1,2.0,13.0,2.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Others,3.2,2.75,3.0,2.8,2.8,-2.0062187869137693,0.8141189960382359,-1.0843305483266532,-0.4850914753922587,-0.8606026012162591
212,1,1,2.0,13.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,2.8,2.5,3.0,2.6,3.0,-0.7927653867632151,-0.321760558115908,-0.761364597919055,-1.1909230550778134,-0.5501245708734936
213,1,1,2.0,13.0,2.0,11.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Perplexity.AI,3.05,2.75,3.0,2.8,3.0,-0.09936344382004134,0.8141189960382359,-0.761364597919055,-0.8380072652350357,-0.23964654053072765
214,1,1,2.0,13.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),DeepL,2.65,2.75,2.4,2.4,2.2,-0.18603868668793777,0.056865959935473324,-0.1154326971038575,-0.8380072652350357,-0.23964654053072765
215,2,1,2.0,13.0,2.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Perplexity.AI,3.0,2.0,3.0,3.0,3.0,-0.09936344382004134,-0.7003870761672892,-1.4072964987342522,-0.8380072652350357,-0.5501245708734936
216,2,1,2.0,13.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Canva - IA,3.1,3.25,3.0,2.8,2.8,1.5474661706699968,-1.457640112270052,0.853465154118939,0.9265716839788514,1.9336996718686328
217,2,1,2.0,13.0,2.0,11.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Perplexity.AI,2.65,2.75,3.2,3.2,2.6,-0.44606441529162855,-0.321760558115908,-0.1154326971038575,0.22074010429329594,-0.5501245708734936
218,1,1,2.0,13.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.1,2.0,3.0,3.0,3.0,0.1606622847836487,0.056865959935473324,-0.1154326971038575,0.22074010429329594,-0.23964654053072765
219,2,1,2.0,13.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.55,3.0,3.4,3.2,3.6,-0.8794406296311122,-0.321760558115908,-0.761364597919055,-0.4850914753922587,-0.8606026012162591
220,1,1,2.0,13.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,1.9,3.0,2.2,2.4,2.2,-0.09936344382004134,-1.0790135942186705,-0.1154326971038575,0.22074010429329594,-0.23964654053072765
221,2,1,2.0,13.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),ChatGPT,2.6,2.25,2.4,2.0,2.4,-0.18603868668793777,-0.321760558115908,0.20753325330374156,-0.132175685549481,-0.23964654053072765
222,2,1,2.0,13.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),ChatGPT,3.0,3.0,2.4,2.2,2.6,-0.18603868668793777,-0.321760558115908,0.20753325330374156,-0.132175685549481,-0.23964654053072765
223,2,1,2.0,13.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),ChatGPT,2.95,2.5,2.8,2.2,2.6,-0.09936344382004134,-0.7003870761672892,0.20753325330374156,-1.1909230550778134,-1.1710806315590252
224,1,1,2.0,13.0,5.0,11.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),Perplexity.AI,3.0,2.0,2.0,2.2,2.4,-0.6194149010274214,0.43549247798685464,-0.43839864751145585,-1.1909230550778134,-1.1710806315590252
225,2,1,2.0,13.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),DeepL,3.95,1.5,3.4,3.2,4.0,-0.44606441529162855,-0.321760558115908,0.5304992037113406,-0.132175685549481,-0.23964654053072765
